COUNTYGEOID,C01,C02,C03,C04
08115,-721457.2744425716,-219231.9473043581,-234326.90639351183,-173366.4188273526
08117,-721457.2744425522,-219231.94730435594,-234326.90639352438,-173366.41882735267
08119,-225878.88459086063,-219018.2342228,-230844.80767594662,-173321.83175255725
08121,-721457.2744426692,-219231.94730445737,-234326.9063935089,-173366.41882735284
08123,-721485.379328462,-193436.8658116328,-232802.49455560587,-173046.38884465233
08125,-721462.3561486526,-219170.862812364,-233626.99605579462,-173321.19709786033
09001,-721393.5560435633,-213624.90285941534,-214411.19681037488,-167887.33231088283
09003,-721498.9409293794,-199540.56367094783,-217941.68068408838,190600.76607054958
09005,-721519.8569988615,-196087.61565871714,-231281.39419879476,-172262.89003042356
09007,-721276.7675438597,-213173.34734088063,-231553.41502807935,-173146.09665319868
09009,-721457.4987069577,-199623.3615821615,-205494.3894763195,-141228.3301571531
09011,-721590.8363264761,-134590.0471446884,-139619.8018124947,-173385.35731041883
09013,-721459.3225091877,-219089.24323840064,-233601.93537680616,-173342.23520024435
09015,-721034.915277833,-218907.49415319486,-232904.37288981426,-173282.17571626478
11001,-721456.7676361541,-219231.87098261795,-234326.83199881073,-173366.39977025628
10001,-721590.1657644939,-134158.4238461845,-206471.77276787785,-172090.78670294659
10003,-703961.105020967,91172.90350677237,-142582.86066175334,-73536.46406486916
10005,-668576.0128110305,-210794.19045492983,-231924.97298188225,-160392.4500078275
12001,-720968.8977371602,-216606.02428106364,-231212.8661732634,-169351.15997940756
12003,-721457.2744423286,-219231.94730353588,-234326.90639105858,-173366.41882623194
12005,-662908.8792637226,-200765.04442013116,-220009.4082631484,-157197.4170224824
12007,-721457.2738505196,-219231.9445198145,-234326.88650781638,-173366.41794565166
12009,-719204.4019252717,-217460.2452351626,-230957.88627926045,-171484.96817733336
12011,-716437.1701877873,-218452.0202775738,-230477.75011505216,-172184.20331716674
12013,-721457.2744425925,-219231.9473043612,-234326.90639351303,-173366.41882735252
12015,-721465.6731589909,-191581.14020665394,-234989.52122983412,-173336.26314788804
12017,-553898.1883260312,-184944.2436507719,-228495.5013734967,-118882.66306732109
12019,-721453.9585862628,-219097.50832778562,-234118.59959106322,-173325.00399599673
12021,-721457.2731161825,-219231.89472214054,-234326.77537533554,-173366.42188931012
12023,-721457.274478366,-219231.94634275735,-234326.89536341664,-173366.41378922726
12027,-721462.0803065344,-216648.19065788644,-234283.38325593906,-173319.4030909848
12029,-721457.2744414646,-219231.94730161873,-234326.9063932629,-173366.4188276007
12031,-221176.10291072432,461346.42834956857,-197719.88500367472,-117836.70320492877
12033,-480760.88871954475,229798.36769390476,6787579.297783367,-276867.3255634607
12035,-721461.158584562,-219182.50796958862,-232915.49883816537,-173059.23952028606
12037,-721457.2744426097,-219231.94730433298,-234326.90639351335,-173366.41882735246
12039,-721457.2782322891,-219231.9626895464,-234326.93202437065,-173366.4300895192
12041,-721457.2744425968,-219231.94730438353,-234326.90639351224,-173366.41882735258
12043,-721457.2744425636,-219231.9473043387,-234326.9063935129,-173366.41882735246
12045,-721471.8158358868,-218753.20304332228,-232619.04178040443,-170582.20843363894
12047,-575458.6823575482,35148313.10003189,-1081075.4246214172,-134057.36902968257
12049,-721452.1529249441,-219231.94246016647,-234326.90493327315,-173366.41802827167
12051,-721173.5780755088,-182088.82514289138,-193877.9923921023,-172252.75254272312
12053,-721457.5663424464,-219148.98067942544,-234317.58206537648,-173237.67441129027
12055,-721462.7817203156,-194529.08149164636,-232089.74116720897,-173313.07482844254
12057,-703070.1539556436,10310491.790772159,-441716.3082056808,-137182.72695151446
12059,-721457.2514784108,-219231.9471693567,-234326.90633529192,-173366.4188633927
12061,-721458.5963371249,-219125.54015915468,-234221.4018524806,-173304.59457728997
12063,-721465.4427326558,-218777.21999716453,-234275.83667495736,-172658.85631163185
12065,-721457.2744426072,-219231.9473044104,-234326.90639351006,-173366.4188273527
